R1,R2,R3,Bases,Outs,Balls,Strikes,RunExp,IncStrike,IncBall,CallSpread
0,0,0,0,1,2,0,0.32230997038499504,-0.050888557323361505,0.13295527110352434,0.18384382842688585
0,0,1,3,1,2,0,1.1592356687898089,-0.10946191313370024,0.24227948272534272,0.35174139585904296
0,1,0,2,1,2,0,0.7563829787234042,-0.05668104131654872,0.16975338491295944,0.22643442622950816
0,1,1,23,1,2,0,1.4314868804664722,-0.013262581401051632,0.1262054272258355,0.13946800862688713
1,0,0,1,1,2,0,0.7395833333333334,-0.15659674063800277,0.1358955938697317,0.2924923345077345
1,0,1,13,1,2,0,1.5576208178438662,-0.3974900988896177,0.32743665342050154,0.7249267523101193
1,1,0,12,1,2,0,1.2364760432766615,-0.14956735240757468,0.16253873504846172,0.3121060874560364
1,1,1,123,1,2,0,2.0371621621621623,-0.18350362557679634,0.13125889046941674,0.3147625160462131
0,0,0,0,1,2,1,0.27142141306163353,-0.042347556086252514,0.09099469432091678,0.1333422504071693
0,0,1,3,1,2,1,1.0497737556561086,-0.21214097872135906,0.19828825984776732,0.4104292385691264
0,1,0,2,1,2,1,0.6997019374068555,-0.07699742989433467,0.12474947325145169,0.20174690314578636
0,1,1,23,1,2,1,1.4182242990654206,-0.20673970522788565,0.043314162473040874,0.2500538677009265
1,0,0,1,1,2,1,0.5829865926953306,-0.09532765477461258,0.11656994832462508,0.21189760309923766
1,0,1,13,1,2,1,1.1601307189542485,-0.18344074226427176,0.2818982665529979,0.46533900881726964
1,1,0,12,1,2,1,1.0869086908690868,-0.2323790741443481,0.1460027015359764,0.3783817756803245
1,1,1,123,1,2,1,1.853658536585366,-0.42364167317895784,0.41378332387975036,0.8374249970587082
0,0,0,0,1,2,2,0.22907385697538102,-0.13763632237490123,0.06943929590300252,0.20707561827790374
0,0,1,3,1,2,2,0.8376327769347496,-0.4340356546325913,0.25401691756626876,0.6880525721988601
0,1,0,2,1,2,2,0.6227045075125208,-0.3043625038206262,0.09134090880371126,0.39570341262433745
0,1,1,23,1,2,2,1.211484593837535,-0.6179710803240214,0.16753039545582693,0.7855014757798483
1,0,0,1,1,2,2,0.487658937920718,-0.2699949911089924,0.1934514209147593,0.4634464120237517
1,0,1,13,1,2,2,0.9766899766899767,-0.4240409700674601,0.32195255724667493,0.745993527314135
1,1,0,12,1,2,2,0.8545296167247387,-0.4287412726600202,0.28169792818544104,0.7104392008454612
1,1,1,123,1,2,2,1.430016863406408,-0.664349288474528,0.5070900548325856,1.1714393433071137
0,0,0,0,1,3,0,0.4552652414885194,-0.09284913410596907,0.07916098801967736,0.17201012212564643
0,0,1,3,1,3,0,1.4015151515151516,-0.15345313601127564,-0.16634935744883395,-0.012896221437558308
0,1,0,2,1,3,0,0.9261363636363636,-0.10168495297805646,0.04544378035757346,0.14712873333562992
0,1,1,23,1,3,0,1.5576923076923077,-0.09615384615384626,0.06817274421080644,0.1643265903646527
1,0,0,1,1,3,0,0.8754789272030651,-0.1759223861831094,0.09610121679087202,0.2720236029739814
1,0,1,13,1,3,0,1.8850574712643677,-0.4430284857571214,-0.2591924193612536,0.1838360663958678
1,1,0,12,1,3,0,1.3990147783251232,-0.16610338592006002,0.22685027357799092,0.39295365949805094
1,1,1,123,1,3,0,2.168421052631579,0.09902080783353728,0.4574439992715349,0.3584231914379976
0,0,0,0,1,3,1,0.3624161073825503,-0.06390295450416678,0.17201012212564643,0.2359130766298132
0,0,1,3,1,3,1,1.248062015503876,-0.15641232100285762,-0.012896221437558308,0.14351609956529932
0,1,0,2,1,3,1,0.8244514106583072,-0.1104059943420751,0.14712873333562992,0.257534727677705
0,1,1,23,1,3,1,1.4615384615384615,-0.0825234722450996,0.1643265903646527,0.24685006260975229
1,0,0,1,1,3,1,0.6995565410199557,-0.018446182184478355,0.2720236029739814,0.2904697851584598
1,0,1,13,1,3,1,1.4420289855072463,-0.1433864515705947,0.1838360663958678,0.3272225179664625
1,1,0,12,1,3,1,1.2329113924050632,-0.09668384749488346,0.39295365949805094,0.4896375069929344
1,1,1,123,1,3,1,2.2674418604651163,-0.3303349422261226,0.3584231914379976,0.6887581336641202
0,0,0,0,1,3,2,0.29851315287838354,-0.20707561827790374,0.2359130766298132,0.442988694907717
0,0,1,3,1,3,2,1.0916496945010183,-0.6880525721988601,0.14351609956529932,0.8315686717641594
0,1,0,2,1,3,2,0.7140454163162321,-0.39570341262433745,0.257534727677705,0.6532381403020424
0,1,1,23,1,3,2,1.3790149892933619,-0.7855014757798483,0.24685006260975229,1.0323515383896007
1,0,0,1,1,3,2,0.6811103588354773,-0.4634464120237517,0.2904697851584598,0.7539161971822115
1,0,1,13,1,3,2,1.2986425339366516,-0.745993527314135,0.3272225179664625,1.0732160452805974
1,1,0,12,1,3,2,1.1362275449101797,-0.7104392008454612,0.4896375069929344,1.2000767078383956
1,1,1,123,1,3,2,1.9371069182389937,-1.1714393433071137,0.6887581336641202,1.860197476971234
0,0,0,0,2,0,0,0.09143753460047979,-0.017947730829798766,0.014871401187575892,0.03281913201737466
0,0,1,3,2,0,0,0.4035971223021583,-0.06283279109196721,0.01538097988762277,0.07821377097958998
0,1,0,2,2,0,0,0.31834200369189464,-0.0568416498348529,0.033672006815986255,0.09051365665083916
0,1,1,23,2,0,0,0.5935135135135136,-0.10863109470052362,0.026993886063653494,0.13562498076417712
1,0,0,1,2,0,0,0.2176639468117256,-0.03671156585934465,0.024641362008766043,0.061352927868110696
1,0,1,13,2,0,0,0.5526490066225166,-0.08618559198837022,0.023428390035355018,0.10961398202372524
1,1,0,12,2,0,0,0.4257883440647185,-0.09974817189829094,0.061368817450301094,0.16111698934859203
1,1,1,123,2,0,0,0.7656675749318801,-0.1149538889537105,0.10982649621436502,0.22478038516807552
0,0,0,0,2,0,1,0.07348980377068103,-0.02298843640513864,0.015232000740597176,0.038220437145735815
0,0,1,3,2,0,1,0.34076433121019106,-0.08756376222014839,0.022151675128953163,0.10971543734910155
0,1,0,2,2,0,1,0.26150035385704173,-0.04587535385704172,0.034284800935945936,0.08016015479298766
0,1,1,23,2,0,1,0.48488241881298993,-0.1401170758527011,0.03968900975843864,0.17980608561113975
1,0,0,1,2,0,1,0.18095238095238095,-0.06004464285714285,0.020738440303657707,0.08078308316080056
1,0,1,13,2,0,1,0.46646341463414637,-0.16681184668989552,0.02383280599915294,0.19064465268904845
1,1,0,12,2,0,1,0.32604017216642756,-0.04112008877518364,0.030066519457344065,0.0711866082325277
1,1,1,123,2,0,1,0.6507136859781696,-0.19779160805609164,0.024769528670864016,0.22256113672695566
0,0,0,0,2,0,2,0.050501367365542386,-0.050501367365542386,1.1097954772929658e-4,0.05061234691327168
0,0,1,3,2,0,2,0.2532005689900427,-0.2532005689900427,-0.009935262867593692,0.24326530612244898
0,1,0,2,2,0,2,0.215625,-0.215625,0.010660714285714273,0.22628571428571428
0,1,1,23,2,0,2,0.3447653429602888,-0.3447653429602888,0.06718769866190966,0.4119530416221985
1,0,0,1,2,0,2,0.1209077380952381,-0.1209077380952381,1.464177113069398e-4,0.12105415580654504
1,0,1,13,2,0,2,0.29965156794425085,-0.29965156794425085,0.0783208976377266,0.37797246558197745
1,1,0,12,2,0,2,0.2849200833912439,-0.2849200833912439,0.009854142889831663,0.2947742262810756
1,1,1,123,2,0,2,0.45292207792207795,-0.45292207792207795,0.034342595389107,0.48726467331118495
0,0,0,0,2,1,0,0.10630893578805568,-0.017587131276777482,0.017321737138391885,0.03490886841516937
0,0,1,3,2,1,0,0.41897810218978104,-0.05606209585063682,0.04926146223853112,0.10532355808916793
0,1,0,2,2,1,0,0.3520140105078809,-0.05622885571489322,0.004059200806594998,0.06028805652148822
0,1,1,23,2,1,0,0.620507399577167,-0.09593597100573847,0.03826037293468132,0.1341963439404198
1,0,0,1,2,1,0,0.24230530882049164,-0.04061448756445299,0.051662945147762346,0.09227743271221533
1,0,1,13,2,1,0,0.5760773966578716,-0.0857811760245723,0.02294460823210398,0.10872578425667628
1,1,0,12,2,1,0,0.4871571615150196,-0.13105046989124797,0.07011439575653772,0.20116486564778568
1,1,1,123,2,1,0,0.8754940711462451,-0.2000108564972115,0.22327136095252031,0.4232822174497318
0,0,0,0,2,1,1,0.0887218045112782,-0.03810945759800652,0.023334638734208407,0.061444096332214926
0,0,1,3,2,1,1,0.3629160063391442,-0.11965070021669524,0.010199571550302988,0.12985027176699823
0,1,0,2,2,1,1,0.29578515479298767,-0.06949944050727339,7.264731139891012e-4,0.07022591362126249
0,1,1,23,2,1,1,0.5245714285714286,-0.1126183869492301,0.08360574348990024,0.19622413043913034
1,0,0,1,2,1,1,0.20169082125603865,-0.08063666544949362,0.07034565290809508,0.15098231835758869
1,0,1,13,2,1,1,0.4902962206332993,-0.11232375505132186,0.04127200747260701,0.15359576252392887
1,1,0,12,2,1,1,0.3561066916237716,-0.06133246534269604,0.09892927959924996,0.160261744941946
1,1,1,123,2,1,1,0.6754832146490336,-0.18821854133784865,0.17145556086117053,0.3596741021990192
0,0,0,0,2,1,2,0.05061234691327168,-0.05061234691327168,0.02055633304597733,0.07116867995924901
0,0,1,3,2,1,2,0.24326530612244898,-0.24326530612244898,0.045838384562964046,0.28910369068541303
0,1,0,2,2,1,2,0.22628571428571428,-0.22628571428571428,0.012655997165298527,0.2389417114510128
0,1,1,23,2,1,2,0.4119530416221985,-0.4119530416221985,0.09365233954372076,0.5056053811659192
1,0,0,1,2,1,2,0.12105415580654504,-0.12105415580654504,0.02865147918083931,0.14970563498738435
1,0,1,13,2,1,2,0.37797246558197745,-0.37797246558197745,0.05756760410443368,0.4355400696864111
1,1,0,12,2,1,2,0.2947742262810756,-0.2947742262810756,0.06923961454937427,0.36401384083044985
1,1,1,123,2,1,2,0.48726467331118495,-0.48726467331118495,0.11892379363677563,0.6061884669479606
0,0,0,0,2,2,0,0.12363067292644757,-0.01157422968096096,0.024338379297923804,0.035912608978884764
0,0,1,3,2,2,0,0.46823956442831216,-0.09512398653886495,0.09920229603680408,0.19432628257566903
0,1,0,2,2,2,0,0.3560732113144759,-0.05956158340749912,-0.006790914663758196,0.05277066874374092
0,1,1,23,2,2,0,0.6587677725118484,-0.05059060045051955,0.0019465132024373277,0.05253711365295688
1,0,0,1,2,2,0,0.293968253968254,-0.021931779804120255,0.06087045570916538,0.08280223551328564
1,0,1,13,2,2,0,0.5990220048899756,-0.06745377678406927,0.15280281262827256,0.22025658941234183
1,1,0,12,2,2,0,0.5572715572715573,-0.10223558604853572,0.0609857041392311,0.16322129018776682
1,1,1,123,2,2,0,1.0987654320987654,-0.2518266565885613,0.1803043353430951,0.4321309919316564
0,0,0,0,2,2,1,0.11205644324548661,-0.0408877632862376,0.04671926215862626,0.08760702544486386
0,0,1,3,2,2,1,0.3731155778894472,-0.08401188720403419,0.07790947905816098,0.16192136626219517
0,1,0,2,2,2,1,0.29651162790697677,-0.05756991645596396,0.07584204581655996,0.13341196227252392
0,1,1,23,2,2,1,0.6081771720613288,-0.10257179089540958,0.007469086442072559,0.11004087733748213
1,0,0,1,2,2,1,0.27203647416413373,-0.12233083917674939,0.11079415228598227,0.23312499146273166
1,0,1,13,2,2,1,0.5315682281059063,-0.09602815841949519,0.14000039934507402,0.2360285577645692
1,1,0,12,2,2,1,0.4550359712230216,-0.09102213039257173,0.06981492340918521,0.16083705380175695
1,1,1,123,2,2,1,0.8469387755102041,-0.24075030856224355,0.2745565515925995,0.5153068601548431
0,0,0,0,2,2,2,0.07116867995924901,-0.07116867995924901,0.03707874272116336,0.10824742268041238
0,0,1,3,2,2,2,0.28910369068541303,-0.28910369068541303,0.03656680739887813,0.32567049808429116
0,1,0,2,2,2,2,0.2389417114510128,-0.2389417114510128,0.08957340024412516,0.328515111695138
0,1,1,23,2,2,2,0.5056053811659192,-0.5056053811659192,-0.03675802914099713,0.4688473520249221
1,0,0,1,2,2,2,0.14970563498738435,-0.14970563498738435,0.12067054056120499,0.27037617554858934
1,0,1,13,2,2,2,0.4355400696864111,-0.4355400696864111,0.12106370389849452,0.5566037735849056
1,1,0,12,2,2,2,0.36401384083044985,-0.36401384083044985,0.15099770651366096,0.5150115473441108
1,1,1,123,2,2,2,0.6061884669479606,-0.6061884669479606,0.28757596723217804,0.8937644341801386
0,0,0,0,2,3,0,0.14796905222437137,0.010806653179741499,0.06969489458735423,0.05888824140761273
0,0,1,3,2,3,0,0.5674418604651162,-0.11641680351750805,-0.014792853842599651,0.1016239496749084
0,1,0,2,2,3,0,0.3492822966507177,0.023071377072819033,0.0765060474140008,0.05343467034118177
0,1,1,23,2,3,0,0.6607142857142857,-0.04506802721088432,0.10495328921759439,0.1500213164284787
1,0,0,1,2,3,0,0.3548387096774194,0.027991916772696634,0.07094963438729912,0.042957717614602486
1,0,1,13,2,3,0,0.7518248175182481,-0.08025619006726781,0.013842757413631945,0.09409894748089975
1,1,0,12,2,3,0,0.6182572614107884,-0.0934063667785816,0.14741031352109168,0.2408166802996733
1,1,1,123,2,3,0,1.2790697674418605,-0.15757444033905688,0.48659780749001946,0.6441722478290763
0,0,0,0,2,3,1,0.15877570540411287,-0.050528282723700496,0.05888824140761273,0.10941652413131323
0,0,1,3,2,3,1,0.4510250569476082,-0.12535455886331703,0.1016239496749084,0.22697850853822543
0,1,0,2,2,3,1,0.3723536737235367,-0.04383856202839875,0.05343467034118177,0.09727323236958052
0,1,1,23,2,3,1,0.6156462585034014,-0.14679890647847926,0.1500213164284787,0.296820222906958
1,0,0,1,2,3,1,0.382830626450116,-0.11245445090152667,0.042957717614602486,0.15541216851612916
1,0,1,13,2,3,1,0.6715686274509803,-0.11496485386607469,0.09409894748089975,0.20906380134697444
1,1,0,12,2,3,1,0.5248508946322068,-0.00983934728809599,0.2408166802996733,0.2506560275877693
1,1,1,123,2,3,1,1.1214953271028036,-0.22773089292266502,0.6441722478290763,0.8719031407517414
0,0,0,0,2,3,2,0.10824742268041238,-0.10824742268041238,0.10941652413131323,0.2176639468117256
0,0,1,3,2,3,2,0.32567049808429116,-0.32567049808429116,0.22697850853822543,0.5526490066225166
0,1,0,2,2,3,2,0.328515111695138,-0.328515111695138,0.09727323236958052,0.4257883440647185
0,1,1,23,2,3,2,0.4688473520249221,-0.4688473520249221,0.296820222906958,0.7656675749318801
1,0,0,1,2,3,2,0.27037617554858934,-0.27037617554858934,0.15541216851612916,0.4257883440647185
1,0,1,13,2,3,2,0.5566037735849056,-0.5566037735849056,0.20906380134697444,0.7656675749318801
1,1,0,12,2,3,2,0.5150115473441108,-0.5150115473441108,0.2506560275877693,0.7656675749318801
1,1,1,123,2,3,2,0.8937644341801386,-0.8937644341801386,0.8719031407517414,1.76566757493188
